Grant Number,project_title,termination_date,org_name,org_city,org_state,org_district,usaspending_obligated,award_type,directorate_abbrev,directorate,division,nsf_program_name,nsf_url,usaspending_url,nsf_startdate,nsf_expected_end_date,org_zip,org_uei,abstract,in_cruz_list
2234510,SBP: The Role of Apologies in Promoting Intergroup Relations,2025-04-18,University of Pittsburgh,PITTSBURGH,PA,PA12,$409197,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,SBP-Science of Broadening Part,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2234510,https://www.usaspending.gov/award/ASST_NON_2234510_4900,2023-05-01,2026-04-30,152600001,MKAGLD59JRL1,"Black Americans are aware of the legacy of racial discrimination in the United States and how inequalities persist with undesirable consequences. Indeed, intergroup interactions can carry racial overtones and incorporate distrust. One context where this distrust might be especially problematic involves interpersonal conflict situations. If left unresolved, these conflicts can jeopardize people's relationships, home and work environments, and physical and psychological health. Although decades of research have demonstrated that an apology is often the key to resolving these conflicts, apologies are only effective if they are perceived by victims as sincere acts of remorse -- a perception that suffers under low levels of trust. Thus, apologies from majority group transgressors to minority group victims might be less effective at promoting reconciliation because they are perceived as untrustworthy and insincere. The current project systematically examines how interpersonal apologies function in intergroup situations.     This program of research examines when apologies are more effective at promoting intergroup reconciliation, whether trust in the apologizer and perceived apology sincerity help explain intergroup differences in apology effectiveness, and whether the benefits of cross-group apologies can be increased by contextual features that reduce victims' expectations of racial bias. This work studies whether majority group transgressors can convey apology sincerity, and in turn enhance cross-race conflict resolution, by offering sincere apologies. This research sheds light on whether, when, and why apologies function differently in cross-race dyads, thus contributing to our understanding of barriers to reconciliation in important intergroup contexts.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2326811,RAPID: Co-Developing a Community-Based Science Education Curriculum Framework for Disaster Justice and Resilience: A Response to the 2022 Buffalo Blizzard,2025-04-18,SUNY at Buffalo,AMHERST,NY,NY26,$100000,Standard Grant,EDU,STEM Education,Research on Learning in Formal and Informal Settings,Discovery Research K-12,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2326811,https://www.usaspending.gov/award/ASST_NON_2326811_4900,2023-09-15,2025-08-31,142282577,LMCJKRFW5R81,"This RAPID project responds to the Buffalo blizzard of 2022 (Buffalo, NY) by developing, with and for the community, a science education curriculum framework focused on disaster justice and resilience. This project will document the science education human and social impact of the blizzard by capturing the experiences, reflections, and needs of science teachers, Black and Brown community leaders, and families who were directly affected. This project is important for two main reasons. First, this extreme weather event exposed persistent economic and social injustices, as well as racial and class divides that place marginalized populations at a greater risk during extreme weather events. Second, the blizzard exposed glaring gaps in disaster education, and specifically disaster risk, reduction, and resilience in science education in the US. To address these gaps, the team will document the experiences, reflections, and needs of the Buffalo community. Also, the team will work with the community to develop a science education framework that will inform formal and informal community-based disaster justice and resilience in Buffalo and beyond. Findings from this project will be shared in the science education and climate justice spaces, and via community-designed forums and panels, and through multimodal media. Overall, this project will inform justice-oriented science education as well as disaster preparation and resilience that center the voices and humanity of those who are most vulnerable and impacted by disasters.    This proposed work is framed by understandings of disaster resilience and disaster justice to promote science education for social justice in response to the Buffalo blizzard. Understanding the process of recovery after a disaster is critical to building resilience to future disasters. The role of education in building disaster resilience is critical, as emphasized by the U.N. Sendai Framework for Disaster Risk Reduction 2015-2030. This RAPID project has three main objectives: First, the team will conduct interviews with science teachers, community leaders, and families to document their experiences and reflections on the Buffalo blizzard in relation to weather and climate curriculum and instructional approaches and needs; community approaches to preparedness and needs, family needs, school support, and resources; cultural and racial impacts of climate-related disasters (in terms of loss of life and geographical impacts); and justice/injustice, resilience, and emotions. Second, the team will convene a coalition of science teachers, community leaders, families, science education researchers and scientists to discuss key findings from the interviews and identify overarching themes. Third, the team will develop guidelines for a science education curriculum framework on disaster justice and resilience for use in/out of school, co-developed with people who were directly impacted by the Buffalo blizzard. A social design-based experiment (SDBE) approach will guide this project. This iterative approach is appropriate for addressing urgent problems that impact vulnerable students and communities. The core principles of SDBE relevant to this project focus on history and historicity; the bringing of the past into the present; the use of a dynamic model of culture; an emphasis on resilience and change; and an end goal of transformation and sustainability. The main data sources are individual semi-structured interviews, coalition discussions, and artifacts (e.g., articles, news reports). This project aims to broaden the participation of urban science teachers serving approximately 500 K-12 students in schools that were impacted by the blizzard, Black and Brown community leaders working in youth services, public health, climate justice, food (in)security, and equitable mobility organizations; and Black and Brown families living in communities most impacted by the blizzard. This project is funded by the Discovery Research preK-12 program (DRK-12) that seeks to significantly enhance the learning and teaching of science, technology, engineering, and mathematics (STEM) by preK-12 students and teachers, through research and development of innovative resources, models, and tools. Projects in the DRK-12 program build on fundamental research in STEM education and prior research and development efforts that provide theoretical and empirical justification for proposed projects.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2200748,ADVANCE Catalyst: Advancing kaulike (equity) focusing on STEM intersectional experiences at the University of Hawai‘i at Mānoa.,2025-04-18,University of Hawaii,HONOLULU,HI,HI01,$309998,Standard Grant,EDU,STEM Education,Equity for Excellence in STEM,ADVANCE,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2200748,https://www.usaspending.gov/award/ASST_NON_2200748_4900,2022-07-15,2025-09-30,968222247,NSCKLFSSABF2,"As one of six US institutions that is a land-, sea-, space-, and sun-grant institution, University of Hawai‘i at Mānoa (UHM) attracts many STEM professionals who want to explore, innovate, study, share, and educate in our rich ecosystems. Yet, by the numbers, the presence of women in the STEM academic professions is low. STEM fields that include diverse peoples are more effective at achieving optimal solutions, innovating, and competing in the market. The NSF ADVANCE Catalyst at UHM will add to the existing and rich body of knowledge about the intersectional experiences of women in STEM at a geographically-isolated, island-based, indigenous-serving, R1 university.  An institutional self-assessment will be conducted to investigate supports and barriers to advancements by women faculty in STEM, pilot potential activities towards an organizational change strategy around tenure and promotion, and develop a five-year STEM faculty equity plan. The project will focus on the experiences of na wāhine or women, in particular Native Hawaiian, Filipino and other underrepresented groups who center their experience as women in STEM academic professions at UHM. The project will inform future gender equity models at other minority- and indigenous-serving institutions, and provide support for their work toward systemic change that improves career outcomes for women faculty in the STEM disciplines.     The project takes a feminist, intersectional approach to examine women’s experience in STEM professions, and intends to situate islandness as a mediating variable. Methods include the collection and analysis of institutional data, the implementation of a structured unbiased questionnaire, and focus group interviews.  This project will provide UHM with strategic plans for increasing the number of underrepresented, wāhine faculty in the STEM fields through modified recruitment, retention, and promotion practices, including revamping the UHM Tenure and Promotion process, mentoring, and creating pathways to hiring UHM graduates into faculty positions. The project has four major communication strategies including (i) internal communication to executive leadership, deans, directors, STEM faculty, staff, and students, (ii) a website established under the Office of the Provost on the main UHM website with relevant details and links to resources and publications, (iii) sharing lessons learned, products and materials with the ARC Network on a quarterly basis, and (iv) external dissemination through the submission of articles for consideration in high impact journals and presentations at relevant conferences.     The NSF ADVANCE program is designed to foster gender equity through a focus on the identification and elimination of organizational barriers that impede the full participation and advancement of diverse faculty in academic institutions. Organizational barriers that inhibit equity may exist in policies, processes, practices, and the organizational culture and climate. ADVANCE ""Catalyst"" awards provide support for institutional equity assessments and the development of five-year faculty equity strategic plans at academic, non-profit institutions of higher education.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2230083,EAGER: SaTC: Shifts in Misinformation Topics on Social Media: Manipulators Masquerading as Humans,2025-04-18,Kent State University,KENT,OH,OH14,$199786,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,Secure &Trustworthy Cyberspace,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2230083,https://www.usaspending.gov/award/ASST_NON_2230083_4900,2022-07-01,2025-12-31,442420001,KXNVA7JCC5K6,"__________________________________________________________________________________________________________________________________    EAGER: SaTC: CORE: Small: Shifts in misinformation topics on social media: manipulators masquerading as humans    The spread of misinformation on social media can result in major consequences to the health, wellbeing, and stability of the general public. A wide range of topics are vulnerable to misinformation, varying from medical misinformation to political misinformation. Accounts that spread misinformation can be broadly classified into two categories: (1) those who do so unintentionally (i.e., individuals who believe in the misinformation that they spread) and (2) those who do so with the aim of being deliberately deceptive (i.e., agents of disinformation “masquerading” as humans). Those in the former category typically spread misinformation on a constrained number of topics (i.e., either medical or political, but not both), focusing on what they care about as individuals. However, agents of disinformation may be incentivized by malicious third-party actors to spread misinformation across an unconstrained variety of topics, with the objective of prompting widespread instability among the general public. This project analyzes misinformation spread on social media to distinguish third-party-incentivized agents of disinformation from other, more benign accounts.    To achieve this goal, the team will examine data from Twitter to identify accounts that switched rapidly between spreading medical misinformation to spreading political misinformation during the first half of 2022. A machine learning framework will be designed to learn from linguistic features that are unique to this subset of accounts, which will then be used to develop a classification tool to label accounts across the broader Twittersphere (i.e., pre-2022 and post-2022) as “potential agents of disinformation”. The team will also characterize what fraction of misinformation spread during the first half of 2022 was attributable to such third-party-incentivized agents. All algorithms developed over the course of the project will be shared openly with the broader scientific community to facilitate efforts towards countering disinformation on social media.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",
2335235,"Collaborative Research: Design: Strengthening Inclusion by Change in Building Equity, Diversity and Understanding (SICBEDU) in Integrative Biology",2025-04-18,California State University-Fresno Foundation,FRESNO,CA,CA20,$443813,Standard Grant,BIO,Biological Sciences,Biological Infrastructure,LEAPS-Leading Cultural Change,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2335235,https://www.usaspending.gov/award/ASST_NON_2335235_4900,2024-03-15,2026-02-28,937261852,CJSRSPWTJUH7,"While scientific societies have tried to increase diversity through several outreach mechanisms, it has become abundantly clear that systemic changes that impact culture are required to effect true change within science, technology, engineering, and mathematics (STEM) fields. This project will develop how the Society for Integrative and Comparative Biology (SICB), a professional scientific society that is inherently integrative and focused on early career scientists, can lead the way in such transformative cultural changes. To be effective in advancing the pursuit and dissemination of relevant and timely biological knowledge to the public, membership demographics in SICB should reflect that of society. The goal of SICB’s Strengthening Inclusion by Change in Building Equity, Diversity and Understanding (SICBEDU) program is to create a more welcoming and inclusive scientific society that will more organically grow the number of URGs within the membership of the society, helping to enhance their career opportunities as future researchers within SICB disciplines. SICB’s Broadening Participation (BP) Committee has laid the necessary foundation for the success of this culture changing SICBEDU effort. A preponderance of literature suggests that until URGs feel truly included and validated as scientists these increases in diversity are unlikely to lead to true cultural change within STEM fields.    SICBEDU plans to build a SICB IDEA community by providing Inclusive, Diversity, Equity, and Acceptance (IDEA) training to the executive committee, which includes division chairs, creating a leadership that engages the society's membership in developing a more equitable and inclusive scientific home for each member, especially those that are traditionally underrepresented. The proposed activities will train leadership such that they become role models for members and provide the necessary tools to implement IDEA. Additionally, SICBEDU will provide development activities centered around IDEA to enable future participation in leadership roles and build community within the society. SICBEDU further educates and guides current members by providing IDEA-based workshops plus important community-building activities. Workshops and integrative activities will be aimed at promoting dialogue among SICB members about the benefits of having a diverse society and working together to build a welcoming and inclusive community of integrative and comparative biologists. SICBEDU activities are invested in training scientists in pioneering ways that will enable future STEM scholars to lead the charge for integrating IDEA into this field of science. The short-term goal is to increase the IDEA knowledge base and support in the society by 10% a year, while the long-term goal is to create a welcoming and inclusive space that allows for creativity, sharing/exchanging ideas, and addresses difficult solutions in STEM amongst the diverse membership. SICBEDU activities provide an avenue that acknowledges complex societal problems and utilizes diverse opinions from different backgrounds to find innovative solutions.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2309255,"Track 1: Conference - Two Means to an End, Broadening participation research and practice - CAREER panel and workshop for DEIA leaders",2025-04-18,Virginia Polytechnic Institute and State University,BLACKSBURG,VA,VA09,$98543,Standard Grant,ENG,Engineering,Engineering Education and Centers,EDA-Eng Diversity Activities,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2309255,https://www.usaspending.gov/award/ASST_NON_2309255_4900,2023-03-15,2026-02-28,240603359,QDE5UHE5XD16,"The vision of the CoNECD (pronounced, “connected”) Conference is to provide a forum for exploring current research and practices to enhance diversity and inclusion of all underrepresented populations in the engineering and computing professions including gender identity and expression, race and ethnicity, disability, veterans, LGBTQ+, 1st generation and socio-economic status. The CoNECD Conference is dedicated to all the diverse groups that comprise our engineering and computing workforce. The purpose of this project is twofold: 1) to enable the hosting of a panel of CAREER awardees at the CoNECD Conference and 2) to provide a preconference workshop to bring together Engineering Diversity Leaders (EDLs) from engineering academic units for a workshop to enhance both their DEI (diversity, equity, and inclusion) skillsets and enable the creation of a community of professionals. The Faculty Early CAREER Development Program (CAREER) is an NSF-wide program recognized as one of the most prestigious awards supporting early career faculty research efforts. It recognizes the importance of early academic career development and emphasizes the importance of the link between research and education. Research results in this area must be broadly shared with practitioners and other researchers to reap the full benefits of the research outcomes. EDLs are tasked with fostering inclusive environments and attending to retention and recruitment efforts at the undergraduate, graduate, and/or faculty levels. Additionally, they serve a community that includes pre-college, undergraduate, and graduate students and faculty and staff. However, being brought in as leaders and experts in their field, more is needed to know about the degree of support, professional development opportunities, and community these individuals have within their respective colleges and universities that pertain directly to their responsibilities. Bringing together researchers in this space and providing practical knowledge through information sharing in a workshop setting can be pivotal for practitioners in DEI leadership.      This project will enable knowledge and community sharing of current practices in broadening participation through DEI leadership work with those charged with achieving this goal. It is expected that this will enable the practitioners to navigate political, resource-driven, and new environments that will increase the numbers of underrepresented and underserved individuals who engage in engineering and computing. Creating a community of DEI leaders in engineering/engineering technology academic units will facilitate sharing of ideas and best practices, as well as the development of mentoring relationships. The work conducted by EDLs is critical in achieving the stated goals and vision of equity, inclusion, and diversity at the college of engineering/technology level. Their work can be far-reaching in a college’s attempt to fulfill its strategic plans for DEI. For many colleges, these roles are new positions and relatedly have a limited body of research to reference for experiences, best practices, and community development. It is vital to cultivate and encourage a community of support for these individuals by connecting individuals with each other to share knowledge and history. This community of practice can share necessary tools, resources, and support to further their career goals and work successes. Additionally, we must bridge the research-to-practice divide. By bringing practitioners and researchers into the same space via the CoNECD conference, this project will enable greater communication between these groups and aid in disseminating research to those most suitable to implement interventions based on the research outcomes.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2314892,Identifying Systemic Racism in Mathematics Teacher Education:  Building a Cross-Site Community with Preservice Teachers of Color,2025-04-18,University of Georgia Research Foundation Inc,ATHENS,GA,GA10,$644642,Standard Grant,EDU,STEM Education,Undergraduate Education,Robert Noyce Scholarship Pgm,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2314892,https://www.usaspending.gov/award/ASST_NON_2314892_4900,2023-10-01,2028-09-30,306021589,NMJHD63STRC5,"This project will make significant contributions to racial equity in STEM by identifying and describing forms of systemic racism inherent in mathematics teacher education programs (MTEPs). Racialized mathematics teaching practices are systemic in elementary mathematics classrooms, and the impacts of systemic inequities in K-12 mathematics education both deter students from diverse backgrounds from becoming interested in math, reducing their likelihood of engaging in STEM; and affect students’ identities by devaluing or erasing their diverse cultural backgrounds and perspectives. Since teachers are the key to ensuring racial equity in classrooms, identifying racialized mathematics experiences must begin with mathematics teacher education programs. In this innovative study, a project team comprised of mathematics teacher educators of color (MTECs) will collaborate with 12-15 Preservice Teachers of Color (PTOCs), in authentic partnership, from three unique MTEPs (at an HBCU, an HSI, and a PWI) to form a cross-site Critical Mathematics Professional Learning Community (CMPLC). By documenting PTOCs’ racialized mathematics experiences across three sites, the project will: (1) gather fundamental knowledge on the racialized mathematical learning and teaching experiences of PTOCs, (2) build knowledge of racialized mathematics experiences and their overall impact on the preparation of PTOCs, and (3) inform teacher education programs across content and contexts. As Black and Latinx scholars with extensive experience in teacher education, the project team conceptualized this creative project to illuminate new ways of nourishing and affirming PTOCs’ racial identities and cultural strengths in mathematics teacher education.    The project team will collaborate with participating PTOCs to analyze data generated from focus groups, individual interviews, CMPLC conversations, journals, and field notes using interpretative phenomenology analysis, case study methodology, and thematic analysis. Participating PTOCs’ students, especially the culturally and linguistically diverse students in their classrooms, will benefit from this project by receiving increased opportunities to learn mathematics in ways that bolster their STEM identities. The project will fill a gap in the research literature by: (1) increasing the knowledge on the mathematics teacher preparation of PTOCs; (2) centering the voices and experiences of PTOCs and mathematics teacher educators of color in a cross-racial and cross-cultural project; and (3) bringing unique perspectives to the design, implementation, evaluation, and dissemination of findings about both our own experiences and those of PTOCs, as a PI team composed entirely of MTECs. By attaining a deeper understanding of PTOCs’ mathematics learning experiences, we advance racial equity by exposing racist teaching practices that disadvantage historically marginalized students and identifying changes in teacher education that will identify and address practices that obstruct racial equity in STEM.    This collaborative project is funded through the Racial Equity in STEM Education activity (EHR Racial Equity). The activity supports research and practice projects that investigate how considerations of racial equity factor into the improvement of science, technology, engineering,  and mathematics (STEM) education and workforce. Awarded projects seek to center the voices, knowledge, and experiences of the individuals, communities, and institutions most impacted by systemic inequities within the STEM enterprise. This activity aligns with NSF’s core value of  supporting outstanding researchers and innovative thinkers from across the Nation's diversity of demographic groups, regions, and types of organizations. Programs across EDU contribute funds to the Racial Equity activity in recognition of the alignment of its projects with the  collective research and development thrusts of the four divisions of the directorate. The Robert Noyce Teacher Scholarship program contributed to the funding of this project.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2317569,Collaborative Research: Conference: Mathematical Sciences Institutes Diversity Initiative,2025-04-18,University of California-Los Angeles,LOS ANGELES,CA,CA36,$215820,Continuing Grant,MPS,Mathematical and Physical Sciences,Mathematical Sciences,INFRASTRUCTURE PROGRAM,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2317569,https://www.usaspending.gov/award/ASST_NON_2317569_4900,2024-01-01,2026-12-31,900244200,RN64EPNH8JC6,"The Mathematical Sciences Institutes Diversity Initiative (MSIDI) is a collaboration among US mathematical sciences institutes to increase the participation of underrepresented groups in the mathematical sciences. The member institutes include the American Institute of Mathematics, the Institute for Computational and Experimental Research in Mathematics, the Institute for Pure and Applied Mathematics, the Institute for Mathematical and Statistical Innovation, and the Simons Laufer Mathematical Sciences Institute. In this project MSIDI will organize ten scientific conferences and workshops with the long-term goal of enhancing research capacity in the US by increasing scientific and networking activities for mathematicians from underrepresented groups, increasing opportunities for mentoring and identifying role models for early career researchers from underrepresented groups, and highlighting the successes of mathematical scientists from those groups.    The proposed conferences include one Blackwell-Tapia conference, one Infinite Possibilities conference, one LatMath conference, three Modern Math workshops, one workshop on Mathematics on Racial Justice, two Roots of Unity conferences, and one Applied Mathematics skills Improvement for Graduate studies Advancement conference. These conferences are complementary to the core activities of the institutes and are important for the goal of increasing participation in key activities that are integral to a career in the mathematical sciences, as well as in the institutes' core programs. Each conference will be organized by one lead institute in collaboration with all MSIDI member institutes. More information can be found on the MSIDI webpage at https://www.mathinstitutes.org/diversity.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2150727,"Collaborative Research: Chemistry Education Research through the Lens of Equity, Diversity, and Inclusion Conference",2025-04-18,Regents of the University of Michigan - Ann Arbor,ANN ARBOR,MI,MI06,$21741,Standard Grant,EDU,STEM Education,Undergraduate Education,IUSE,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2150727,https://www.usaspending.gov/award/ASST_NON_2150727_4900,2023-11-01,2025-10-31,481091015,GNJ7BBP73WE9,"Critical modern scholarship argues that discipline-based education research (DBER), such as chemistry education research (CER), is limited in its theoretical underpinnings and focuses on deficit-based methodologies. To promote a more equitable and inclusive scientific community that embraces and supports scientists from marginalized groups, the project team will design and implement a virtual conference to bring together Chemistry Education Research (CER) scholars and Diversity, Equity, and Inclusion (DEI) experts from within chemistry and other fields to enhance the capacity of CER scholars to carry out research and teaching centered on DEI practices. This conference will include presentations, workshops, and share-out sessions to learn, acquire tools, and build the capacity for scholars to enact equity-centered practices in research and teaching.    To address critical DEI issues permeating the chemistry education field, the virtual conference will include 1) presentations by invited DEI research experts from various STEM disciplines, 2) working sessions to explore research methods and identify future directions of DEI-focused CER, and 3) share-out sessions. Participants will reflect on their own experiences and the climate in the field. Attendees will reflect on the ethics of studying students from marginalized groups, learn about research methods that move beyond deficit-model frameworks, and identify changes to improve the climate in the field and to ensure that scholars from marginalized groups are supported. This conference will encompass three main pillars to: (1) promote chemistry education practices centered around equity principles, (2) demonstrate how DEI principles can inform chemistry education research, and (3) break down academic silos to facilitate interdisciplinary knowledge sharing and skill building. Equity is central to these issues and permeates through all three pillars. The conference organizers will utilize a community organizing framework and strategies to inform the design of conference activities that will draw community members together to build capacity to enact DEI practices within the chemistry education community and motivate action. An external evaluator will assess the success of the project and assist the project team in understanding how attendees use their learning and the supports provided by the conference to begin to break down barriers.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2315456,Doctoral Dissertation Research in Economics: Breaking the Bubble - The Determinants and Effects of Contact,2025-04-18,Stanford University,STANFORD,CA,CA16,$25000,Standard Grant,SBE,"""Social, Behavioral and Economic Sciences""",Social and Economic Sciences,Economics,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2315456,https://www.usaspending.gov/award/ASST_NON_2315456_4900,2023-09-01,2025-08-31,943052004,HJD6G4D6TJY5,"The disconnect between political groups has grown rapidly in the last decades, in the United States and in other democracies. The mistrust between people holding different political views increasingly affects the selection of one’s friends, partners, and workplace. These trends, which appear to be closely linked to social segregation across party lines may pose a threat to the functioning of democratic institutions. Existing research suggests that individuals with different political opinions rarely interact. This lack of contact between distinct groups of partisans may lead to inaccurate stereotypes about individuals whose views differ from our own; and people may increasingly think of the political party they support as their social group. This project aims to answer two research questions: under which circumstances does exposure to political opponents lead to durable reductions in partisan mistrust? Which factors determine partisans’ interest to get in contact with individuals holding different views? To answer these questions, this project draws on several large-scale field experiments that facilitate conversations between supporters of opposing parties. The findings from this study will also inform interventions aimed at reducing discrimination between social groups.    The research team conducts a series of field experiments to examine the causal effect of contact between political opponents. In the experiments, a randomly selected treatment group of participants is matched for up to two-hour long online conversations. The causal effect of conversations and its persistence is estimated using a series of surveys administered over the course of six months after the intervention. The surveys include incentivized measures of political attitudes, partisan labor-market discrimination, and other relevant metrics. The research team examines the mechanisms that account for the causal effects of contact by randomizing participants into several treatments that vary features of the intervention, such as attributes of the assigned partner, the goal of the interaction, and nudges to guide conversation topics. This project thereby sheds light on the underpinnings of the link between contact and partisan mistrust and paves the way for a better design of future interventions aimed at reducing partisan mistrust. Finally, the research team elicits subjects’ willingness to engage in contact under various treatment conditions using incentive-compatible methods. This project will thereby inform future interventions by pinning down the factors driving people’s interest in making contact with individuals holding views different from their own.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2300165,Collaborative Research: Increasing Inclusion and Equity of Minoritized STEM Faculty: Examining the Role of Epistemic Exclusion in Scholar(ly) Evaluation Practices,2025-04-18,University of North Texas,DENTON,TX,TX13,$173474,Continuing Grant,EDU,STEM Education,Equity for Excellence in STEM,ECR-EDU Core Research,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2300165,https://www.usaspending.gov/award/ASST_NON_2300165_4900,2023-08-01,2028-07-31,762051132,G47WN1XZNWX9,"The proposed project examines whether and how epistemic exclusion, a form of scholarly devaluation, is a barrier to the full inclusion and participation of women faculty and faculty of color in STEM. Epistemic exclusion occurs when disciplinary biases defining what STEM scholarship is valued are coupled with negative stereotypes about productivity and commitment of individuals based on their social identities to produce unfair evaluation processes. Because many faculty career outcomes (such as hiring, tenure, promotion, and leadership opportunities) are determined by research productivity metrics, research evaluation biases can impact interest, retention, and success in STEM research careers. The focus on scholarly work as a site of devaluation extends prior work on interpersonal forms of exclusion (e.g., social exclusion) in STEM education and research contexts. This knowledge is important for informing the development of individual and systemic level interventions to broaden participation in STEM.    The study will: 1) examine whether the level of epistemic exclusion among STEM faculty varies depending on scholars’ identities and career stage; 2) determine how experiences of epistemic exclusion affect STEM faculty careers; and 3) examine how consequences of epistemic exclusion vary depending on STEM scholars’ identities and career stage. This project will survey of 1800 tenure track STEM faculty at U.S. R1 and R2 universities nationally and hold focus groups of a subsample surveyed. The focus groups will explore how epistemic exclusion is uniquely experienced, understood, and impactful by career stage (early, mid, senior). This work builds on prior work by the research team that developed and validated the Faculty Epistemic Exclusion (FEE) Scale. This research will make significant intellectual contributions including the exploration of a new area of study for researchers interested in issues of fairness and inclusion in STEM education and research environments.     This project is supported by NSF's EHR Core Research (ECR) program. The ECR program emphasizes fundamental STEM education research that generates foundational knowledge in the field. Investments are made in critical areas that are essential, broad, and enduring: STEM learning and STEM learning environments, broadening participation in STEM, and STEM workforce development. The program supports the accumulation of robust evidence to inform efforts to understand, build theory to explain, and suggest intervention and innovations to address persistent challenges in education.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
2214482,Collaborative Research: Variables Influencing the Efficacy of Civilian Oversight Commissions,2025-04-18,San Diego State University Foundation,SAN DIEGO,CA,CA51,$143958,Continuing Grant,SBE,"""Social, Behavioral and Economic Sciences""",Behavioral and Cognitive Sciences,Cultural Anthropology,https://www.nsf.gov/awardsearch/showAward?AWD_ID=2214482,https://www.usaspending.gov/award/ASST_NON_2214482_4900,2022-09-01,2025-08-31,921821901,H59JKGFZKHL7,"In response to the present conflicts surrounding policing, local and national organizations and policy makers have called for increasing civilian oversight and supervision of police departments as one approach to improving police-community relations. Civilian oversight commissions are locally constructed, making it difficult to effectively assess the impact of these commissions on a broader scale. This project is centered in three counties across the US to ask: what factors shape local oversight practices, and what can we learn from these different entities that can be used to effectively assess outcomes across diverse commissions? Selecting sites with distinctive racial dynamics and varying structures of civilian-led police oversight commissions, this project focuses on the varied histories, forms, practices, and successes and failures of civilian oversight. Investigators and student researchers analyze the variations in discourses and practices to understand the specific implementations of civilian oversight of police and to gauge the potential value of civilian oversight commissions on a broader scale. This project will train graduate and undergraduate students in quantitative and qualitative data collection and analysis.    The project uses team-based multi-sited ethnography to study and analyze locally specific features of oversight commissions including their institutional structures, histories, and institutional dynamics. This project develops methods to offer comparative insights into the ways in which oversight commissions operate, with particular attention to what demographic variables are predictive of participation. Tracking the issues that oversight committees engage, researchers will develop theories of the forms through which commissions address community relations and policing. The mere establishment of civilian oversight may be a first step toward a public democratic forum, but this study explores civilian oversight commissions as an institution that can survey possible avenues of accountability and reform, while simultaneously reinscribing the power and influence of policing.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",checked
