"Download Date","Awarding Office","FAIN","Award Number","Recipient Name","Action Date (Date Terminated)","Total Amount Obligated","Total Amount Expended","Total Payment Amount (As of Termination)","Unliquidated Obligations (As of Termination)","Award Title","Presidential Action","For Cause (Put X if applicable)","Organization City","Organization State","Organization Country","PI Names","Funding Institutes","Project Terms"
"2025-04-24","NIH","R01AG077934","5R01AG077934-03","University Of California, San Francisco","2025-03-21","$2,554,402.00","$1,754,629.06","1754629.06","$799,772.94","Structural Racism And Discrimination In Older Men'S Health Inequities","N/A - Departmental Authority","-","SAN FRANCISCO","CA","UNITED STATES","Jesus  Ramirez-Valles","NIA - National Institute on Aging","(TNF)-α; 65 and older; 65 or older; 65 years of age and older; 65 years of age or more; 65 years of age or older; 65+ years; 65+ years old; 65 years; ..."
"2025-04-24","NIH","R01AG082080","5R01AG082080-02","University Of Michigan At Ann Arbor","2025-03-21","$2,051,864.00","$259,742.96","259742.96","$1,792,121.04","Improving Inclusivity Of Alzheimers Disease And Related Dementias Research For Asian Americans And L...","N/A - Departmental Authority","-","ANN ARBOR","MI","UNITED STATES","Sung-Hee  Lee","NIA - National Institute on Aging","21+ years old; 65 and older; 65 or older; 65 years of age and older; 65 years of age or more; 65 years of age or older; 65+ years; 65+ years old; 65 y..."
"2025-04-24","NIH","R01AG083177","5R01AG083177-02","University Of Nevada Las Vegas","2025-03-21","$1,432,248.00","$894,476.92","894476.92","$537,771.08","Enhancing Measurement And Characterization Of Roles And Experiences Of Sexual And Gender Minority Ca...","N/A - Departmental Authority","-","LAS VEGAS","NV","UNITED STATES","Joel G. Anderson; Norca Maritza Dowling; JASON DANE FLATT","NIA - National Institute on Aging","21+ years old; Adult Human; adulthood; Adult; 0-11 years old; Child Youth; Children (0-21); kids; youngster; Child; Communities; depression; Mental De..."
"2025-04-24","NIH","R01DA056235","5R01DA056235-03","Emory University","2025-03-21","$2,102,011.00","$1,639,550.97","1639550.97","$462,460.03","Structural Influences On Methamphetamine Use Among Black Gay And Bisexual Men In Atlanta","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","Sophia A. Hussen; Sabriya L Linton","NIDA - National Institute on Drug Abuse","Black; Black race; Censuses; Meteorological Climate; climatic; Climate; Communities; co-morbid; co-morbidity; comorbidity; Cognitive Discrimination; D..."
"2025-04-24","NIH","R01DA056287","5R01DA056287-02","Friends Research Institute, Inc.","2025-03-21","$1,533,434.00","$919,432.03","919432.03","$614,001.97","Comparative- And Cost-Effectiveness Research Determining The Optimal Intervention For Advancing Tran...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Sean M. Murphy; Cathy J Reback","NIDA - National Institute on Drug Abuse","AIDS; AIDS Virus; AIDS/HIV; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrome Virus; Acquired Immun..."
"2025-04-24","NIH","R01HD109320","5R01HD109320-02","Ibis Reproductive Health","2025-03-21","$1,047,555.00","$833,424.00","833424","$214,131.00","Advancing Novel Survey Tools To Increase Participation And Improve Sexual And Reproductive Health Da...","N/A - Departmental Authority","-","CAMBRIDGE","MA","UNITED STATES","Heidi Serene Moseson Lidow","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development; OD - NIH Office of the Director","AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; Adopted; Anatomic Sites; Anatomic structures..."
"2025-04-24","NIH","R01MD015256","5R01MD015256-05","Harvard Pilgrim Health Care, Inc.","2025-03-21","$3,967,505.00","$3,007,645.79","3007645.79","$959,859.21","Sexual Orientation-Related Disparities In Obstetrical And Perinatal Health","N/A - Departmental Authority","-","Canton","MA","UNITED STATES","Brittany Michelle Charlton","NIMHD - National Institute on Minority Health and Health Disparities","Miscarriage; Spontaneous abortion; Adoption; Behavior; Parturition; Birth; 0-11 years old; Child Youth; Children (0-21); kids; youngster; Child; Coupl..."
"2025-04-24","NIH","R01MD015722","5R01MD015722-04","University Of Minnesota","2025-03-21","$2,936,695.00","$2,541,022.32","2541022.32","$395,672.68","Adolescent Health At The Intersections Of Sexual, Gender, Racial/Ethnic, Immigrant Identities And Na...","N/A - Departmental Authority","-","MINNEAPOLIS","MN","UNITED STATES","Marla E. Eisenberg","NIMHD - National Institute on Minority Health and Health Disparities","Academy; 21+ years old; Adult Human; adulthood; Adult; Affect; Black; Black race; California; 0-11 years old; Child Youth; Children (0-21); kids; youn..."
"2025-04-24","NIH","R01MD017085","5R01MD017085-03","Columbia University Health Sciences","2025-03-21","$1,944,112.00","$521,947.95","521947.95","$1,422,164.00","Social Connectedness And Health Among Gender Minority People Of Color","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","WALTER O. BOCKTING","NIMHD - National Institute on Minority Health and Health Disparities","Achievement; Achievement Attainment; Active Follow-up; active followup; adult of color; Affect; Age; Age Years; ages; Aging; aging biological marker; ..."
"2025-04-24","NIH","R01MD017573","5R01MD017573-03","University Of Washington","2025-03-21","$2,231,025.00","$1,394,484.36","1394484.36","$836,540.64","Sexual Assault Recovery Among Sexual Minority Women: A Longitudinal Multi-Level Study","N/A - Departmental Authority","-","SEATTLE","WA","UNITED STATES","Emily Raphael Dworkin","NIMHD - National Institute on Minority Health and Health Disparities","21+ years old; Address; Adolescent; Adolescent Youth; Adult; Adult Human; adulthood; Advocacy; Affect; Age; aged; ages; Anxiety; assault; assaulted se..."
"2025-04-24","NIH","R01MD019029","5R01MD019029-02","University Of Maryland Baltimore","2025-03-21","$1,424,488.00","$732,699.65","732699.65","$691,788.35","Assessing Intersectional Multilevel And Multidimensional Structural Racism For English- And Spanish-...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Ester  Villalonga Olives","NIMHD - National Institute on Minority Health and Health Disparities","Dorsum; Back; Belief; Black; Black race; Censuses; Community Participation; Data Sources; Cognitive Discrimination; Discrimination; economic; Economic..."
"2025-04-24","NIH","R01MH130208","5R01MH130208-02","Infectious Diseases Institute","2025-03-21","$998,358.00","$574,055.59","574055.59","$424,302.41","Choice-Based Prep Delivery For Transgender People In Uganda","N/A - Departmental Authority","-","KAMPALA","","UGANDA","Andrew  Mujugira","NIMH - National Institute of Mental Health","21+ years old; Adult Human; adulthood; Adult; Africa; Sub-Saharan Africa; Subsaharan Africa; Africa South of the Sahara; Budgets; Client; Communities;..."
"2025-04-24","NIH","R01MH130375","5R01MH130375-02","Rosalind Franklin Univ Of Medicine & Sci","2025-03-21","$1,526,486.00","$1,093,578.07","1093578.07","$432,907.93","A Longitudinal And Experience Sampling Investigation Of Rejection Sensitivity And Its Role In Sexual...","N/A - Departmental Authority","-","NORTH CHICAGO","IL","UNITED STATES","Brian  Feinstein","NIMH - National Institute of Mental Health","Aggressive behavior; angers; angry; Anger; Anxiety; Attention; Cross Sectional Analysis; Cross-Sectional Analyses; Cross-Sectional Survey; Disease Fre..."
"2025-04-24","NIH","R01MH130675","5R01MH130675-03","Broad Institute, Inc.","2025-03-21","$5,864,333.00","$2,034,301.53","2034301.53","$3,830,031.47","1/4 Asian Bipolar Genetics Network (A-Big-Net)","N/A - Departmental Authority","-","CAMBRIDGE","MA","UNITED STATES","Hailiang  Huang","NIMH - National Institute of Mental Health","21+ years old; Acceleration; Adopted; Adult; Adult Human; Allele Frequency; Alleles; Allelomorphs; Asia; Asian; Asian Americans; Asian ancestry; Asian..."
"2025-04-24","NIH","R01MH133543","5R01MH133543-02","Yale University","2025-03-21","$1,674,355.00","$1,333,289.30","1333289.3","$341,065.70","Implementing Sustainable Evidence-Based Mental Healthcare In Low-Resource Community Settings Nationw...","N/A - Departmental Authority","-","NEW HAVEN","CT","UNITED STATES","John Edward Pachankis","NIMH - National Institute of Mental Health","Address; Adoption; Budgets; Caring; Characteristics; Client; Climate; Clinical Trials; Code; Coding System; Cognition Therapy; Cognitive Psychotherapy..."
"2025-04-24","NIH","R01MH134051","5R01MH134051-02","University Of Central Florida","2025-03-21","$1,518,506.00","$692,527.86","692527.86","$825,978.14","A Strengths-Based Intersectional Approach To Suicide Prevention Among Black Sexual And Gender Minori...","N/A - Departmental Authority","-","ORLANDO","FL","UNITED STATES","Stephanie Hazel Cook; Jennifer Jo Muehlenkamp; Lindsay A Taliaferro","NIMH - National Institute of Mental Health","Affect; ages; Age; Black; Black race; Communities; Cognitive Discrimination; Discrimination; Future; Gender Identity; Interview; Laws; long-term study..."
"2025-04-24","NIH","R01MH134264","5R01MH134264-02","Rush University Medical Center","2025-03-21","$1,295,181.00","$638,534.73","638534.73","$656,646.27","Implementation Of Prep Care Among Women In Family Planning Clinics","N/A - Departmental Authority","-","CHICAGO","IL","UNITED STATES","Sadia  Haider; Amy Kristen Johnson","NIMH - National Institute of Mental Health; NINR - National Institute of Nursing Research","Adoption; Black; Black race; Chicago; Continuity of Care; Continuum of Care; Continuity of Patient Care; Family Planning Services; Family Planning; Dr..."
"2025-04-24","NIH","R01MH134267","5R01MH134267-02","Emory University","2025-03-21","$1,617,317.00","$1,042,278.83","1042278.83","$575,038.17","Evaluating The Effectiveness Of A Mobile Hiv Prevention App To Increase Hiv And Sti Testing And Prep...","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","Jeb  Jones","NIAID - National Institute of Allergy and Infectious Diseases; NIMH - National Institute of Mental Health; NINR - National Institute of Nursing Research","Affect; Arkansas; Awareness; Belief; Centers for Disease Control; Centers for Disease Control and Prevention; United States Centers for Disease Contro..."
"2025-04-24","NIH","R01MH134721","5R01MH134721-02","University Of Maryland Baltimore","2025-03-21","$1,583,250.00","$861,046.50","861046.5","$722,203.50","A Randomized Clinical Trial Of Client-Centered Care Coordination To Improve Pre-Exposure Prophylaxis...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Manya  Magnus; LaRon Earnest Nelson; Darren Lovell Whitfield","NIMH - National Institute of Mental Health","AAMSM; AIDS Virus; AIDS prevention; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Active Follow-up; Address; Ad..."
"2025-04-24","NIH","R01NR019512","5R01NR019512-05","Wake Forest University Health Sciences","2025-03-21","$2,301,578.00","$2,041,243.64","2041243.64","$260,334.36","Harnessing The Power Of Peer Navigation And Mhealth To Reduce Health Disparities In Appalachia","N/A - Departmental Authority","-","WINSTON-SALEM","NC","UNITED STATES","Scott D Rhodes; Amanda E Tanner","NINR - National Institute of Nursing Research","AIDS; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immunodeficiency Syndrome; Affect; Appalachia; Appalachian; Appalachia..."
"2025-04-24","NIH","R01NR020309","5R01NR020309-04","Center For Innovative Public Health Research","2025-03-21","$1,872,429.00","$1,237,055.00","1237055","$635,374.00","Harnessing The Power Of Technology To Develop A Population Based Hiv Prevention Program For Trans Gi...","N/A - Departmental Authority","-","SAN CLEMENTE","CA","UNITED STATES","Michele L. Ybarra","NINR - National Institute of Nursing Research","12-20 years old; 18 year old; 18 years of age; AIDS Virus; AIDS prevention; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndr..."
"2025-04-24","NIH","R01NR020437","5R01NR020437-04","Johns Hopkins University","2025-03-21","$3,160,571.00","$2,411,128.21","2411128.21","$749,442.79","Characterizing Intersecting Sexual Gender And Race-Based Stigmas Affecting Communities Of Us Transge...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Stefan David Baral","NINR - National Institute of Nursing Research","AIDS Virus; AIDS prevention; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Active Follow-up; Address; Affect; A..."
"2025-04-24","NIH","R01NR021019","5R01NR021019-03","Pacific Institute For Res And Evaluation","2025-03-21","$2,374,586.00","$1,472,264.60","1472264.6","$902,321.40","Enhancing Structural Competency In School-Based Health Centers To Address Lgbtq+ Adolescent Health E...","N/A - Departmental Authority","-","BELTSVILLE","MD","UNITED STATES","Cathleen E. Willging","NINR - National Institute of Nursing Research","Address; adiposity; Adolescent; adolescent health; Adolescent Youth; Adopted; Adoption; Affect; Anxiety; Attention; Awareness; barrier to care; barrie..."
"2025-04-24","NIH","R01NR021170","5R01NR021170-02","University Of Rochester","2025-03-21","$964,271.00","$605,834.03","605834.03","$358,436.97","Status-Neutral Community-Based Multilevel Intervention To Address Intersectional Stigma And Discrimi...","N/A - Departmental Authority","-","ROCHESTER","NY","UNITED STATES","Gamji Rabiu  Abu-Ba'are","NINR - National Institute of Nursing Research","AIDS Virus; AIDS prevention; AIDS test; AIDS/HIV test; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Active Fol..."
"2025-04-24","NIH","R01NS101483","5R01NS101483-06","University Of Miami School Of Medicine","2025-03-21","$8,015,278.00","$7,438,160.73","7438160.73","$577,117.27","Reducing Disparities In Dementia And Vcid Outcomes In A Multicultural Rural Population","N/A - Departmental Authority","-","CORAL GABLES","FL","UNITED STATES","James E Galvin","NIA - National Institute on Aging","Affect; ages; Age; advanced age; elders; geriatric; late life; later life; older adult; older person; senior citizen; Elderly; Blood; Blood Reticuloen..."
"2025-04-24","NIH","R01TW012392","5R01TW012392-03","University Of California Los Angeles","2025-03-21","$822,539.00","$545,322.31","545322.31","$277,216.69","Buddhism And Hiv Stigma In Thailand: An Intervention Study","N/A - Departmental Authority","-","LOS ANGELES","CA","UNITED STATES","Wei-Ti  Chen","FIC - John E. Fogarty International Center for Advanced Study in the Health Sciences","21+ years old; AIDS Virus; Acquired Immune Deficiency Syndrome Virus; Acquired Immunodeficiency Syndrome Virus; Address; Adherence; Adult; Adult Human..."
"2025-04-24","NIH","R01TW012671","5R01TW012671-02","University Of Rochester","2025-03-21","$474,112.00","$456,830.56","456830.56","$17,281.44","Adaptation And Feasibility Of Many Men Many Voices (3Mv) An Hiv Prevention Intervention To Reduce In...","N/A - Departmental Authority","-","ROCHESTER","NY","UNITED STATES","Gamji Rabiu  Abu-Ba'are","FIC - John E. Fogarty International Center for Advanced Study in the Health Sciences","Africa; ages; Age; Behavior; Black; Black race; Communities; Cognitive Discrimination; Discrimination; economic; Economics; faces; facial; Face; Feedb..."
"2025-04-24","NIH","R03DA052651","5R03DA052651-02","Ohio State University","2025-03-21","$172,776.00","$172,237.89","172237.89","$538.11","Improving Sexual Minority Health: Differences In Substance Use, Substance Use Treatment, And Associa...","N/A - Departmental Authority","-","COLUMBUS","OH","UNITED STATES","Ethan  Morgan","NIDA - National Institute on Drug Abuse","ages; Age; Alcohol Drinking; EtOH drinking; EtOH use; alcohol ingestion; alcohol intake; alcohol product use; alcohol use; alcoholic beverage consumpt..."
"2025-04-24","NIH","R03MH130275","5R03MH130275-02","Univ Of Massachusetts Med Sch Worcester","2025-03-21","$162,404.00","$131,659.79","131659.79","$30,744.21","Applying Deep Learning For Predicting Retention In Prep Care And Effective Prep Use Among Key Popula...","N/A - Departmental Authority","-","WORCESTER","MA","UNITED STATES","Rena  Janamnuaysook; Feifan  Liu; NITTAYA  PHANUPHAK","NIMH - National Institute of Mental Health","AIDS; AIDS Virus; AIDS prevention; Acquired Immune Deficiency; Acquired Immune Deficiency Syndrome; Acquired Immune Deficiency Syndrome Virus; Acquire..."
"2025-04-24","NIH","R13AA031402","5R13AA031402-02","Yale University","2025-03-21","$12,501.00","$12,500.00","12500","$1.00","Enhancing Dissemination And Career Development In Sex And Gender Translational Science In Alcohol Us...","N/A - Departmental Authority","-","NEW HAVEN","CT","UNITED STATES","Kelly P. Cosgrove; SHERRY ANN MCKEE","NIAAA - National Institute on Alcohol Abuse and Alcoholism","Alcohol Chemical Class; Alcohol Drinking; Alcohol consumption; Alcohols; Award; Booklets; Brochures; COBRE; Center of Biomedical Research Excellence; ..."
"2025-04-24","NIH","R13AG056135","5R13AG056135-08","University Of California Los Angeles","2025-03-21","$124,875.00","$99,900.00","99900","$24,975.00","Organization For The Study Of Sex Differences Annual Meeting","N/A - Departmental Authority","-","LOS ANGELES","CA","UNITED STATES","Arthur P Arnold","NIA - National Institute on Aging","Age; Alberta; Alberta province; Basic Research; Basic Science; Biologic Models; Biological; Biological Models; California; Canada; Clinical Research; ..."
"2025-04-24","NIH","R13HD090968","5R13HD090968-09","Boston University (Charles River Campus)","2025-03-21","$40,000.00","$28,039.23","28039.23","$11,960.77","Boston University Conference On Language Development 2022-2026","N/A - Departmental Authority","-","BOSTON","MA","UNITED STATES","Charles B. Chang; Paul Alan Hagstrom; Amy Michelle Lieberman","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; acquiring language skills; Area; Award; bilingual; bilingualism; Boston; Brain; Brain Nervous System; career; Child; Child Youth; Chil..."
"2025-04-24","NIH","R21DA053156","5R21DA053156-02","New York State Psychiatric Institute","2025-03-21","$472,021.00","$301,602.80","301602.8","$170,418.20","Social Environmental Drivers Of Stimulant Use And Its Impact On Hiv Prevention And Treatment In Blac...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Justin  Knox","NIDA - National Institute on Drug Abuse","Affect; Back; Dorsum; Behavior; Behavior Therapy; Behavior Conditioning Therapy; Behavior Modification; Behavior Treatment; Behavioral Conditioning Th..."
"2025-04-24","NIH","R21DC021537","5R21DC021537-02","University Of Cincinnati","2025-03-21","$545,025.00","$229,631.17","229631.17","$315,393.83","Improving The Accessibility Of Transgender Voice Training With Visual-Acoustic Biofeedback","N/A - Departmental Authority","-","CINCINNATI","OH","UNITED STATES","Tara  McAllister; Vesna Dominika Novak","NIDCD - National Institute on Deafness and Other Communication Disorders; OD - NIH Office of the Director","Acoustics; Android App; Android Application; app on a smartphone; application on a smartphone; Area; benchmark; Benchmarking; Best Practice Analysis; ..."
"2025-04-24","NIH","R21HD107609","5R21HD107609-02","Yale University","2025-03-21","$502,176.00","$411,090.01","411090.01","$91,085.99","Cardiometabolic Effects Of Gender-Affirming Hormone Therapy In Transgender Adolescents","N/A - Departmental Authority","-","NEW HAVEN","CT","UNITED STATES","NINA  STACHENFELD; STUART ALAN WEINZIMER","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","12-20 years old; adolescence (12-20); Adolescence; adolescent girl; Female Adolescents; adolescent boy; Male Adolescents; 21+ years old; Adult Human; ..."
"2025-04-24","NIH","R21HD114341","5R21HD114341-02","Johns Hopkins University","2025-03-21","$314,502.00","$136,493.92","136493.92","$178,008.08","Understanding The Complex Reproductive Health Needs Of Formerly Incarcerated Young Men","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","Alison  Gemmill; Dylan B. Jackson","NICHD - Eunice Kennedy Shriver National Institute of Child Health and Human Development","0-11 years old; 17 year old; 17 years of age; Address; Adolescent; adolescent health; Adolescent Medicine; Adolescent Youth; Age; age 17 years; aged; ..."
"2025-04-24","NIH","R21MD018707","5R21MD018707-02","University Of Chicago","2025-03-21","$457,298.00","$276,049.34","276049.34","$181,248.66","Identifying Community-Informed Doxypep Implementation Strategies To Guide Equitable Delivery Of Syph...","N/A - Departmental Authority","-","CHICAGO","IL","UNITED STATES","Moira  McNulty; Maria  Pyra","NIMHD - National Institute on Minority Health and Health Disparities","oral HIV; burden of illness; burden of disease; disease burden; men who have sex with men; MSM; men having sex with men; men who have sex with other m..."
"2025-04-24","NIH","R21MH128114","5R21MH128114-02","Yale University","2025-03-21","$418,394.00","$383,544.76","383544.76","$34,849.24","Strengthening The Hiv Care Continuum For Transgender Women Living With Hiv In Malaysia","N/A - Departmental Authority","-","NEW HAVEN","CT","UNITED STATES","Jeffrey Allen Wickersham","NIMH - National Institute of Mental Health","Abbreviations; Affect; Asia; Malignant Neoplasms; Cancers; Malignant Tumor; malignancy; neoplasm/cancer; Chronic Disease; Chronic Illness; chronic dis..."
"2025-04-24","NIH","R21MH129186","5R21MH129186-02","Johns Hopkins University","2025-03-21","$450,313.00","$376,075.76","376075.76","$74,237.24","Expanding Safe Spaces 4 Sexual Health, A Mobile Van Hiv/Sti Testing And Care Linkage Strategy, For B...","N/A - Departmental Authority","-","BALTIMORE","MD","UNITED STATES","ERROL L FIELDS","NIMH - National Institute of Mental Health","Affect; ages; Age; Baltimore; Black; Black race; Communication; Communities; co-morbid; co-morbidity; comorbidity; Diagnosis; Epidemic; Focus Groups; ..."
"2025-04-24","NIH","R21MH130217","5R21MH130217-02","New York State Psychiatric Institute","2025-03-21","$455,438.00","$331,283.80","331283.8","$124,154.20","In-Depth Understanding Of Hiv Risk Behavior Among Men Who Have Sex With Men In Sub-Saharan Africa: S...","N/A - Departmental Authority","-","NEW YORK","NY","UNITED STATES","Theodorus G.M. Sandfort","NIMH - National Institute of Mental Health","Affect; Sub-Saharan Africa; Subsaharan Africa; Africa South of the Sahara; ages; Age; Communities; Counseling; Data Analyses; Data Analysis; data inte..."
"2025-04-24","NIH","R21MH132421","5R21MH132421-02","University Of Colorado Denver","2025-03-21","$469,376.00","$357,944.97","357944.97","$111,431.03","Formative Work To Develop Differentiated Communication Tools To Facilitate Transgender Women'S Recru...","N/A - Departmental Authority","-","Aurora","CO","UNITED STATES","Christine Tagliaferri Rael; Jorge  Soler; Samantha  Stonbraker","NIMH - National Institute of Mental Health","Blood Reticuloendothelial System; Blood; Communication; Communities; Cognitive Discrimination; Discrimination; Drugs; Medication; drug/agent; Pharmace..."
"2025-04-24","NIH","R21MH133487","5R21MH133487-02","Pennsylvania State University, The","2025-03-21","$442,750.00","$394,757.84","394757.84","$47,992.16","Enhancing Engagement With Online Health Messaging About Oral And Injectable Prep Among Young-Adult M...","N/A - Departmental Authority","-","UNIVERSITY PARK","PA","UNITED STATES","Christofer J Skurka","NIMH - National Institute of Mental Health","ages; Age; Attention; Awareness; Behavior; Black; Black race; Communication; Communities; Continuity of Care; Continuum of Care; Continuity of Patient..."
"2025-04-24","NIH","R24AG065151","5R24AG065151-03","University Of Michigan At Ann Arbor","2025-03-21","$1,270,364.00","$1,258,878.24","1258878.24","$11,485.76","Recruiting & Retaining Older African Americans Into Research (Roar)","N/A - Departmental Authority","-","ANN ARBOR","MI","UNITED STATES","Jaymia Ann Mitchell","NIA - National Institute on Aging","Elderly; advanced age; elders; geriatric; late life; later life; older adult; older person; senior citizen; Aging; Behavioral Research; Black race; Bl..."
"2025-04-24","NIH","R24AG066599","5R24AG066599-03","Emory University","2025-03-21","$2,296,507.00","$1,720,920.11","1720920.11","$575,586.89","Building Community And Research Engagement Among Sexual And Gender Minority Older Adults At Risk For...","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","Joel G. Anderson; JASON DANE FLATT; Whitney Lee Wharton","NIA - National Institute on Aging","21+ years old; Adult Human; adulthood; Adult; Affect; advanced age; elders; geriatric; late life; later life; older adult; older person; senior citize..."
"2025-04-24","NIH","R25AG076390","5R25AG076390-03","California State University Fullerton","2025-03-21","$904,938.00","$660,682.07","660682.07","$244,255.93","A Multidimensional Aging Science Program: Mstem Scholars Trained In Aging Research (Mstem Star)","N/A - Departmental Authority","-","FULLERTON","CA","UNITED STATES","Jennifer  Piazza; Laura  Zettel-Watson","NIA - National Institute on Aging","socioeconomics; socio-economic; socio-economically; socioeconomically; design; designing; Population; innovation; innovate; innovative; aging populati..."
"2025-04-24","NIH","R25CA265802","5R25CA265802-03","University Of Tx Md Anderson Can Ctr","2025-03-21","$775,505.00","$479,070.42","479070.42","$296,434.58","Sexual And Gender Minority Cancer Curricular Advances For Research And Education (Sgm Cancer Care)","N/A - Departmental Authority","-","HOUSTON","TX","UNITED STATES","Shine  Chang; Nelson Felix Sanchez","NCI - National Cancer Institute","ASCO; Address; Advisory Committees; Advocacy; Advocate; American Society of Clinical Oncology; Area; Award; Awareness; Behavior Conditioning Therapy; ..."
"2025-04-24","NIH","R25EB034489","5R25EB034489-02","University Of Rhode Island","2025-03-21","$549,364.00","$396,428.47","396428.47","$152,935.53","Esteemed Scholars Program At The University Of Rhode Island","N/A - Departmental Authority","-","KINGSTON","RI","UNITED STATES","Samantha  Meenach","NIBIB - National Institute of Biomedical Imaging and Bioengineering","Biologic Sciences; Bioscience; Life Sciences; Biological Sciences; bio-engineered; bio-engineers; bioengineering; biological engineering; Biomedical E..."
"2025-04-24","NIH","R25GM050070","5R25GM050070-22","State University New York Stony Brook","2025-03-21","$1,246,977.00","$1,195,962.61","1195962.61","$51,014.39","Bioprep: Biology Partnership In Research And Education Program","N/A - Departmental Authority","-","STONY BROOK","NY","UNITED STATES","Denise  Deal; Nidhi  Gadura; Rosa  Gambier; DANIEL J MOLONEY; JENNIE L WILLIAMS","NIGMS - National Institute of General Medical Sciences","Biology; Biomedical Research; Career Choice; Career Path; career aspiration; career interest; career pathway; career track; Education; Educational asp..."
"2025-04-24","NIH","R25GM060566","5R25GM060566-22","Spelman College","2025-03-21","$2,392,381.24","$2,392,381.24","2392381.24","$0.00","The Next Generation Of Black Women Scientists","N/A - Departmental Authority","-","ATLANTA","GA","UNITED STATES","Araba Nayena Blankson; Dolores V. Bradley","NIGMS - National Institute of General Medical Sciences","Achievement; Achievement Attainment; Arts; Awareness; Biomedical Research; Black race; Black; Communities; Statistical Data Interpretation; Statistica..."
"2025-04-24","NIH","R25GM066534","5R25GM066534-20","Virginia Polytechnic Inst And St Univ","2025-03-21","$979,682.03","$834,149.98","834149.98","$145,532.05","Virginia Tech Postbaccalaureate Research Education Program (Vt Prep)","N/A - Departmental Authority","-","BLACKSBURG","VA","UNITED STATES","Edward J Smith","NIGMS - National Institute of General Medical Sciences","Academia; Admission; Admission activity; Alum Adjuvant; Awareness; Behavioral; Behavioral Research; Behavioral Sciences; Biomedical Engineering; Biome..."
"2025-04-24","NIH","R25GM144253","5R25GM144253-03","University Of Utah","2025-03-21","$992,215.00","$578,000.27","578000.27","$414,214.73","Intermountain Prep","N/A - Departmental Authority","-","SALT LAKE CITY","UT","UNITED STATES","MARKUS  BABST; Keke Celeste Fairfax; Lewis C Murtaugh","NIGMS - National Institute of General Medical Sciences","Address; Admission; Admission activity; Biologic Sciences; Biological Sciences; Biomedical Research; Bioscience; Career Choice; Career Path; Cognitive..."
"2025-04-24","NIH","R25GM147291","5R25GM147291-03","Medical University Of South Carolina","2025-03-21","$1,367,036.00","$876,990.44","876990.44","$490,045.56","Stem-Coaching And Resources For Entrepreneurial Women (Crew)","N/A - Departmental Authority","-","CHARLESTON","SC","UNITED STATES","Carol A. Feghali-Bostwick","NIGMS - National Institute of General Medical Sciences","Address; Advisory Committees; African American group; African American individual; African American people; African American population; African Ameri..."
"2025-04-24","NIH","R25GM152359","5R25GM152359-02","Montana State University - Bozeman","2025-03-21","$650,410.00","$271,950.00","271950","$378,460.00","Prep-Mt: Providing Research Education For Postbaccalaureate Trainees In Montana","N/A - Departmental Authority","-","BOZEMAN","MT","UNITED STATES","Diane  Bimczok; Margaret  Eggers; Douglas J Kominsky; Vanessa Watts Simonds","NIGMS - National Institute of General Medical Sciences","Address; Agreement; Alaska Indian; Alaska Native; Alaskan American; Alaskan Indian; Alaskan Native; Alaskan Native American; American Indian; American..."
"2025-04-24","NIH","R25HG012330","5R25HG012330-03","Arizona State University- Tempe Campus","2025-03-21","$743,927.00","$170,236.97","170236.97","$573,690.03","Training In Genomics Research (Tiger)","N/A - Departmental Authority","-","TEMPE","AZ","UNITED STATES","SREETHARAN  KANTHASWAMY","NHGRI - National Human Genome Research Institute","Academic skills; Active Learning; Agreement; Alaskan; Applications Grants; Area; Arizona; Awareness; Baccalaureate Degree; Bachelor's Degree; Big Data..."
